Cost
0.7120756619427457
0.7312674574548486
0.7506571139077799
0.7701852611092244
0.7897985672792458
0.8094495693252941
0.8290963964057391
0.8487024206519193
0.8682358635033298
0.8876693805514402
0.9069796425561407
0.9261469256658652
0.9451547199586545
0.9639893622421538
0.98263969655831
1.001096763950358
1.0193535216701106
1.0374045910365084
1.055246032514363
1.0728751461889796
1.0902902956034146
1.1074907528505225
1.1244765628304112
1.1412484246640604
1.1578075883740657
1.1741557650846866
1.1902950491452735
1.2062278507334212
1.2219568376436094
1.237484885106934
1.252815032618874
1.267950446871728
1.2828943899966232
1.297650192418083
1.312221229710579
1.3266109029239346
1.340822621912544
1.3548597912635825
1.3687257984715353
1.382424004052841
1.3959577333346442
1.4093302696864085
1.4225448489941066
1.4356046552031483
1.4485128167791006
1.4612724039558573
1.4738864266577099
1.4863578329974947
1.4986895082659037
1.510884274338222
1.5229448894351496
1.5348740481824983
1.5466743819222806
1.558348459234042
1.5698987866309961
1.5813278094002359
1.5926379125606716
1.6038314219160337
1.614910605183181
1.62587767317914
1.6367347810523352
1.6474840295457025
1.658127466281225
1.6686670870568445
1.6791048371482171
1.6894426126089335
1.6996822615636091
1.7098255854895303
1.719874340482975
1.729830238507115
1.739694948619044
1.749470098173763
1.7591572740036776
1.7687580235720681
1.7782738561000544
1.7877062436658464
1.797056622276195
1.8063263929098226
1.8155169225324
1.8246295450835757
1.8336655624359113
1.8426262453261124
1.8515128342589184
1.860326540384121
1.869068546347164
1.8777400071135846
1.8863420507685311
1.8948757792911044
1.9033422693047841
1.9117425728043338
1.9200777178595678
1.9283487092972247
1.936556529360826
1.9447021383498362
1.9527864752382962
1.9608104582737902
1.9687749855573333
1.9766809356044652
1.9845291678889072
1.9923205233683603
2.000055824993855
2.0077358782027104
2.015361471395932
2.0229333764003203
2.030452348915851
2.0379191289492815
2.0453344412336643
2.0526989956345925
2.060013487544248
2.0672785982624617
2.07449499536628
2.0816633330677803
2.0887842525610125
2.0958583823580517
2.102886338614751
2.1098687254464026
2.116806135233897
2.1236991489204815
2.130548336299444
2.1373542562931704
2.1441174572237194
2.150838477075522
2.157517843749683
2.164156075311517
2.170753680229957
2.177311157610371
2.18382899742055
2.1903076807096786
2.1967476798214265
2.2031494586005635
2.2095134725935974
2.2158401692440193
2.2221299880812344
2.228383360904974
2.234600711963765
2.240782458128853
2.246929009062954
2.2530407673842356
2.259118128826248
2.265161482392663
2.271171210508273
2.2771476891658002
2.2830912880684524
2.2890023707687703
2.2948812948037505
2.300728411826175
2.3065440677325926
2.3123286027877135
2.3180823517456695
2.323805643967887
2.3294988035380166
2.335162149373679
2.3407959953355495
